"subject" "activity" "variable" "average"
"1450" 19 "WALKINGDOWNSTAIRS" "fBodyBodyGyroMagstd" -0.662325968145833
"1451" 19 "WALKINGDOWNSTAIRS" "fBodyBodyGyroJerkMagmean" -0.719519008752778
"1452" 19 "WALKINGDOWNSTAIRS" "fBodyBodyGyroJerkMagstd" -0.754223739441667
"1453" 20 "LAYING" "tBodyAccmeanX" 0.268425757926554
"1454" 20 "LAYING" "tBodyAccmeanY" -0.0175912993773164
"1455" 20 "LAYING" "tBodyAccmeanZ" -0.108029145824294
"1456" 20 "LAYING" "tBodyAccstdX" -0.60484669490339
"1457" 20 "LAYING" "tBodyAccstdY" -0.369336706508757
"1458" 20 "LAYING" "tBodyAccstdZ" -0.634787346548023
"1459" 20 "LAYING" "tGravityAccmeanX" 0.628040637177966
"1460" 20 "LAYING" "tGravityAccmeanY" -0.0373059475847458
"1461" 20 "LAYING" "tGravityAccmeanZ" 0.10723075947935
"1462" 20 "LAYING" "tGravityAccstdX" -0.958201862627119
"1463" 20 "LAYING" "tGravityAccstdY" -0.952506793418079
"1464" 20 "LAYING" "tGravityAccstdZ" -0.940981537502825
"1465" 20 "LAYING" "tBodyAccJerkmeanX" 0.079818125480791
"1466" 20 "LAYING" "tBodyAccJerkmeanY" 0.00220928707107345
"1467" 20 "LAYING" "tBodyAccJerkmeanZ" -0.00450611895602542
"1468" 20 "LAYING" "tBodyAccJerkstdX" -0.627098830685593
"1469" 20 "LAYING" "tBodyAccJerkstdY" -0.527174601581921
"1470" 20 "LAYING" "tBodyAccJerkstdZ" -0.747362572898305
"1471" 20 "LAYING" "tBodyGyromeanX" -0.0242488811785028
"1472" 20 "LAYING" "tBodyGyromeanY" -0.0789448418069209
"1473" 20 "LAYING" "tBodyGyromeanZ" 0.0856280628860452
"1474" 20 "LAYING" "tBodyGyrostdX" -0.684586332415254
"1475" 20 "LAYING" "tBodyGyrostdY" -0.573677383024548
"1476" 20 "LAYING" "tBodyGyrostdZ" -0.52727797039661
"1477" 20 "LAYING" "tBodyGyroJerkmeanX" -0.094982179135
"1478" 20 "LAYING" "tBodyGyroJerkmeanY" -0.0414356124141243
"1479" 20 "LAYING" "tBodyGyroJerkmeanZ" -0.0543001277610169
"1480" 20 "LAYING" "tBodyGyroJerkstdX" -0.698354145936441
"1481" 20 "LAYING" "tBodyGyroJerkstdY" -0.684280685533898
"1482" 20 "LAYING" "tBodyGyroJerkstdZ" -0.636715878557062
"1483" 20 "LAYING" "tBodyAccMagmean" -0.517257429345412
"1484" 20 "LAYING" "tBodyAccMagstd" -0.572325820319209
"1485" 20 "LAYING" "tGravityAccMagmean" -0.517257429345412
"1486" 20 "LAYING" "tGravityAccMagstd" -0.572325820319209
"1487" 20 "LAYING" "tBodyAccJerkMagmean" -0.619698756735028
"1488" 20 "LAYING" "tBodyAccJerkMagstd" -0.588644307467599
"1489" 20 "LAYING" "tBodyGyroMagmean" -0.516861235888701
"1490" 20 "LAYING" "tBodyGyroMagstd" -0.580023613494576
"1491" 20 "LAYING" "tBodyGyroJerkMagmean" -0.684048497355932
"1492" 20 "LAYING" "tBodyGyroJerkMagstd" -0.683503744537853
"1493" 20 "LAYING" "fBodyAccmeanX" -0.612641113666949
"1494" 20 "LAYING" "fBodyAccmeanY" -0.426398722000395
"1495" 20 "LAYING" "fBodyAccmeanZ" -0.665006945724294
"1496" 20 "LAYING" "fBodyAccstdX" -0.60314894923565
"1497" 20 "LAYING" "fBodyAccstdY" -0.381534028764124
"1498" 20 "LAYING" "fBodyAccstdZ" -0.647515612457627
"1499" 20 "LAYING" "fBodyAccJerkmeanX" -0.652264226931438
"1500" 20 "LAYING" "fBodyAccJerkmeanY" -0.557791286001412
"1501" 20 "LAYING" "fBodyAccJerkmeanZ" -0.732835648957627
"1502" 20 "LAYING" "fBodyAccJerkstdX" -0.634710081102825
"1503" 20 "LAYING" "fBodyAccJerkstdY" -0.525907610282373
"1504" 20 "LAYING" "fBodyAccJerkstdZ" -0.760509114748588
"1505" 20 "LAYING" "fBodyGyromeanX" -0.626445370827119
"1506" 20 "LAYING" "fBodyGyromeanY" -0.591039733449633
"1507" 20 "LAYING" "fBodyGyromeanZ" -0.518444509491525
"1508" 20 "LAYING" "fBodyGyrostdX" -0.704481841200565
"1509" 20 "LAYING" "fBodyGyrostdY" -0.567588605842655
"1510" 20 "LAYING" "fBodyGyrostdZ" -0.575002191142655
"1511" 20 "LAYING" "fBodyAccMagmean" -0.560278889421186
"1512" 20 "LAYING" "fBodyAccMagstd" -0.648306198707062
"1513" 20 "LAYING" "fBodyBodyAccJerkMagmean" -0.584571446817062
"1514" 20 "LAYING" "fBodyBodyAccJerkMagstd" -0.597351046813729
"1515" 20 "LAYING" "fBodyBodyGyroMagmean" -0.606970915061638
"1516" 20 "LAYING" "fBodyBodyGyroMagstd" -0.635816314618644
"1517" 20 "LAYING" "fBodyBodyGyroJerkMagmean" -0.692638075749774
"1518" 20 "LAYING" "fBodyBodyGyroJerkMagstd" -0.694680032329943
"1519" 21 "WALKINGDOWNSTAIRS" "tBodyAccmeanX" 0.277466525522059
"1520" 21 "WALKINGDOWNSTAIRS" "tBodyAccmeanY" -0.0176664578561765
"1521" 21 "WALKINGDOWNSTAIRS" "tBodyAccmeanZ" -0.10877848058848
"1522" 21 "WALKINGDOWNSTAIRS" "tBodyAccstdX" -0.672323867377451
"1523" 21 "WALKINGDOWNSTAIRS" "tBodyAccstdY" -0.565585190336299
"1524" 21 "WALKINGDOWNSTAIRS" "tBodyAccstdZ" -0.669621813176471
"1525" 21 "WALKINGDOWNSTAIRS" "tGravityAccmeanX" 0.645775957808824
"1526" 21 "WALKINGDOWNSTAIRS" "tGravityAccmeanY" -0.0750963071446078
"1527" 21 "WALKINGDOWNSTAIRS" "tGravityAccmeanZ" 0.0321851774362745
"1528" 21 "WALKINGDOWNSTAIRS" "tGravityAccstdX" -0.965586634460784
"1529" 21 "WALKINGDOWNSTAIRS" "tGravityAccstdY" -0.969330818455882
"1530" 21 "WALKINGDOWNSTAIRS" "tGravityAccstdZ" -0.953093993308823
"1531" 21 "WALKINGDOWNSTAIRS" "tBodyAccJerkmeanX" 0.0822207874776961
"1532" 21 "WALKINGDOWNSTAIRS" "tBodyAccJerkmeanY" 0.00350107553584853
"1533" 21 "WALKINGDOWNSTAIRS" "tBodyAccJerkmeanZ" -0.010659072671299
"1534" 21 "WALKINGDOWNSTAIRS" "tBodyAccJerkstdX" -0.699763344205784
"1535" 21 "WALKINGDOWNSTAIRS" "tBodyAccJerkstdY" -0.66515912310562
"1536" 21 "WALKINGDOWNSTAIRS" "tBodyAccJerkstdZ" -0.78182390148299
"1537" 21 "WALKINGDOWNSTAIRS" "tBodyGyromeanX" -0.0276346639303578
"1538" 21 "WALKINGDOWNSTAIRS" "tBodyGyromeanY" -0.0784719736838971
"1539" 21 "WALKINGDOWNSTAIRS" "tBodyGyromeanZ" 0.0861212668362745
"1540" 21 "WALKINGDOWNSTAIRS" "tBodyGyrostdX" -0.79617228689951
"1541" 21 "WALKINGDOWNSTAIRS" "tBodyGyrostdY" -0.765057760637255
"1542" 21 "WALKINGDOWNSTAIRS" "tBodyGyrostdZ" -0.701642028499559
"1543" 21 "WALKINGDOWNSTAIRS" "tBodyGyroJerkmeanX" -0.100558317889216
"1544" 21 "WALKINGDOWNSTAIRS" "tBodyGyroJerkmeanY" -0.0408236141863333
"1545" 21 "WALKINGDOWNSTAIRS" "tBodyGyroJerkmeanZ" -0.0533861046416422
"1546" 21 "WALKINGDOWNSTAIRS" "tBodyGyroJerkstdX" -0.792483156720588
"1547" 21 "WALKINGDOWNSTAIRS" "tBodyGyroJerkstdY" -0.815859336004902
"1548" 21 "WALKINGDOWNSTAIRS" "tBodyGyroJerkstdZ" -0.812017312181373
"1549" 21 "WALKINGDOWNSTAIRS" "tBodyAccMagmean" -0.620309259553676
"1550" 21 "WALKINGDOWNSTAIRS" "tBodyAccMagstd" -0.6601960145
"1551" 21 "WALKINGDOWNSTAIRS" "tGravityAccMagmean" -0.620309259553676
"1552" 21 "WALKINGDOWNSTAIRS" "tGravityAccMagstd" -0.6601960145
"1553" 21 "WALKINGDOWNSTAIRS" "tBodyAccJerkMagmean" -0.703461275879657
"1554" 21 "WALKINGDOWNSTAIRS" "tBodyAccJerkMagstd" -0.680069218953922
"1555" 21 "WALKINGDOWNSTAIRS" "tBodyGyroMagmean" -0.693779224517157
"1556" 21 "WALKINGDOWNSTAIRS" "tBodyGyroMagstd" -0.761303119652451
"1557" 21 "WALKINGDOWNSTAIRS" "tBodyGyroJerkMagmean" -0.807817403137255
"1558" 21 "WALKINGDOWNSTAIRS" "tBodyGyroJerkMagstd" -0.82408989995098
"1559" 21 "WALKINGDOWNSTAIRS" "fBodyAccmeanX" -0.693486097144118
"1560" 21 "WALKINGDOWNSTAIRS" "fBodyAccmeanY" -0.59377821414902
"1561" 21 "WALKINGDOWNSTAIRS" "fBodyAccmeanZ" -0.707713799021814
"1562" 21 "WALKINGDOWNSTAIRS" "fBodyAccstdX" -0.665349663426471
"1563" 21 "WALKINGDOWNSTAIRS" "fBodyAccstdY" -0.578748586831863
"1564" 21 "WALKINGDOWNSTAIRS" "fBodyAccstdZ" -0.675588192778676
"1565" 21 "WALKINGDOWNSTAIRS" "fBodyAccJerkmeanX" -0.71641413145049
"1566" 21 "WALKINGDOWNSTAIRS" "fBodyAccJerkmeanY" -0.678615118728922
"1567" 21 "WALKINGDOWNSTAIRS" "fBodyAccJerkmeanZ" -0.767351986555392
"1568" 21 "WALKINGDOWNSTAIRS" "fBodyAccJerkstdX" -0.709800728388235
"1569" 21 "WALKINGDOWNSTAIRS" "fBodyAccJerkstdY" -0.674102360655147
"1570" 21 "WALKINGDOWNSTAIRS" "fBodyAccJerkstdZ" -0.794922813673627
"1571" 21 "WALKINGDOWNSTAIRS" "fBodyGyromeanX" -0.752040828651961
"1572" 21 "WALKINGDOWNSTAIRS" "fBodyGyromeanY" -0.759325714811275
"1573" 21 "WALKINGDOWNSTAIRS" "fBodyGyromeanZ" -0.709471420465686
"1574" 21 "WALKINGDOWNSTAIRS" "fBodyGyrostdX" -0.811026710110294
"1575" 21 "WALKINGDOWNSTAIRS" "fBodyGyrostdY" -0.771388318823529
"1576" 21 "WALKINGDOWNSTAIRS" "fBodyGyrostdZ" -0.728319304730637
"1577" 21 "WALKINGDOWNSTAIRS" "fBodyAccMagmean" -0.658664719514706
"1578" 21 "WALKINGDOWNSTAIRS" "fBodyAccMagstd" -0.714345739215931
"1579" 21 "WALKINGDOWNSTAIRS" "fBodyBodyAccJerkMagmean" -0.679742584809363
"1580" 21 "WALKINGDOWNSTAIRS" "fBodyBodyAccJerkMagstd" -0.683725127418382
"1581" 21 "WALKINGDOWNSTAIRS" "fBodyBodyGyroMagmean" -0.776473060171569
"1582" 21 "WALKINGDOWNSTAIRS" "fBodyBodyGyroMagstd" -0.793158526279412
"1583" 21 "WALKINGDOWNSTAIRS" "fBodyBodyGyroJerkMagmean" -0.826275026053922
"1584" 21 "WALKINGDOWNSTAIRS" "fBodyBodyGyroJerkMagstd" -0.834949863259804
"1585" 22 "SITTING" "tBodyAccmeanX" 0.242298449272727
"1586" 22 "SITTING" "tBodyAccmeanY" -0.0316561370181818
"1587" 22 "SITTING" "tBodyAccmeanZ" -0.105664296590909
"1588" 22 "SITTING" "tBodyAccstdX" 0.0764832471304546
"1589" 22 "SITTING" "tBodyAccstdY" 0.219952845181818
"1590" 22 "SITTING" "tBodyAccstdZ" -0.0935184360181818
"1591" 22 "SITTING" "tGravityAccmeanX" 0.870172199545455
"1592" 22 "SITTING" "tGravityAccmeanY" -0.350769156818182
"1593" 22 "SITTING" "tGravityAccmeanZ" -0.1765357405
"1594" 22 "SITTING" "tGravityAccstdX" -0.939673766818182
"1595" 22 "SITTING" "tGravityAccstdY" -0.944104886363636
"1596" 22 "SITTING" "tGravityAccstdZ" -0.92719241
"1597" 22 "SITTING" "tBodyAccJerkmeanX" 0.105897183954545
"1598" 22 "SITTING" "tBodyAccJerkmeanY" 0.0320774996545455
"1599" 22 "SITTING" "tBodyAccJerkmeanZ" -0.0326983629140909
"1600" 22 "SITTING" "tBodyAccJerkstdX" 0.0296014137090909
"1601" 22 "SITTING" "tBodyAccJerkstdY" -0.0270976569090909
"1602" 22 "SITTING" "tBodyAccJerkstdZ" -0.444640860909091
"1603" 22 "SITTING" "tBodyGyromeanX" 0.119614300727273
"1604" 22 "SITTING" "tBodyGyromeanY" -0.172162155445455
"1605" 22 "SITTING" "tBodyGyromeanZ" -0.0046475084
"1606" 22 "SITTING" "tBodyGyrostdX" -0.377598602272727
"1607" 22 "SITTING" "tBodyGyrostdY" -0.451114613181818
"1608" 22 "SITTING" "tBodyGyrostdZ" -0.1330599105
"1609" 22 "SITTING" "tBodyGyroJerkmeanX" -0.119050870677727
"1610" 22 "SITTING" "tBodyGyroJerkmeanY" -0.0593756069681818
"1611" 22 "SITTING" "tBodyGyroJerkmeanZ" -0.0743422650272727
"1612" 22 "SITTING" "tBodyGyroJerkstdX" -0.388955637727273
"1613" 22 "SITTING" "tBodyGyroJerkstdY" -0.665547723636364
"1614" 22 "SITTING" "tBodyGyroJerkstdZ" -0.482172029090909
"1615" 22 "SITTING" "tBodyAccMagmean" 0.194598717272727
"1616" 22 "SITTING" "tBodyAccMagstd" -0.126888896863636
"1617" 22 "SITTING" "tGravityAccMagmean" 0.194598717272727
"1618" 22 "SITTING" "tGravityAccMagstd" -0.126888896863636
"1619" 22 "SITTING" "tBodyAccJerkMagmean" -0.0662072290227273
"1620" 22 "SITTING" "tBodyAccJerkMagstd" -0.0363532663636364
"1621" 22 "SITTING" "tBodyGyroMagmean" -0.137333612554545
"1622" 22 "SITTING" "tBodyGyroMagstd" -0.223751816518182
"1623" 22 "SITTING" "tBodyGyroJerkMagmean" -0.543885972272727
"1624" 22 "SITTING" "tBodyGyroJerkMagstd" -0.644416388636364
"1625" 22 "SITTING" "fBodyAccmeanX" -0.0414589456
"1626" 22 "SITTING" "fBodyAccmeanY" 0.1231057773
"1627" 22 "SITTING" "fBodyAccmeanZ" -0.198565773954545
"1628" 22 "SITTING" "fBodyAccstdX" 0.118339545340909
"1629" 22 "SITTING" "fBodyAccstdY" 0.190673821868182
"1630" 22 "SITTING" "fBodyAccstdZ" -0.1092913705
"1631" 22 "SITTING" "fBodyAccJerkmeanX" 0.00774466264545455
"1632" 22 "SITTING" "fBodyAccJerkmeanY" -0.042898966
"1633" 22 "SITTING" "fBodyAccJerkmeanZ" -0.38815349
"1634" 22 "SITTING" "fBodyAccJerkstdX" -0.0416593402068182
"1635" 22 "SITTING" "fBodyAccJerkstdY" -0.0801154312545455
"1636" 22 "SITTING" "fBodyAccJerkstdZ" -0.500476129545455
"1637" 22 "SITTING" "fBodyGyromeanX" -0.237124032272727
"1638" 22 "SITTING" "fBodyGyromeanY" -0.483080167727273
"1639" 22 "SITTING" "fBodyGyromeanZ" -0.158548504727273
"1640" 22 "SITTING" "fBodyGyrostdX" -0.423153909545455
"1641" 22 "SITTING" "fBodyGyrostdY" -0.437456513181818
"1642" 22 "SITTING" "fBodyGyrostdZ" -0.205526546681818
"1643" 22 "SITTING" "fBodyAccMagmean" -0.0295832732681818
"1644" 22 "SITTING" "fBodyAccMagstd" -0.323464307272727
"1645" 22 "SITTING" "fBodyBodyAccJerkMagmean" 0.00382710664090909
"1646" 22 "SITTING" "fBodyBodyAccJerkMagstd" -0.0977799986818182
"1647" 22 "SITTING" "fBodyBodyGyroMagmean" -0.354449740454545
"1648" 22 "SITTING" "fBodyBodyGyroMagstd" -0.2723853645
"1649" 22 "SITTING" "fBodyBodyGyroJerkMagmean" -0.642050515
"1650" 22 "SITTING" "fBodyBodyGyroJerkMagstd" -0.673087576363636
"1651" 22 "WALKINGDOWNSTAIRS" "tBodyAccmeanX" 0.277156731173244
"1652" 22 "WALKINGDOWNSTAIRS" "tBodyAccmeanY" -0.0157362798544615
"1653" 22 "WALKINGDOWNSTAIRS" "tBodyAccmeanZ" -0.108891559940803
"1654" 22 "WALKINGDOWNSTAIRS" "tBodyAccstdX" -0.591898038755853
"1655" 22 "WALKINGDOWNSTAIRS" "tBodyAccstdY" -0.543513202065318
"1656" 22 "WALKINGDOWNSTAIRS" "tBodyAccstdZ" -0.696409302003679
"1657" 22 "WALKINGDOWNSTAIRS" "tGravityAccmeanX" 0.590202951371237
"1658" 22 "WALKINGDOWNSTAIRS" "tGravityAccmeanY" 0.059637422
"1659" 22 "WALKINGDOWNSTAIRS" "tGravityAccmeanZ" 0.266233413475819
"1660" 22 "WALKINGDOWNSTAIRS" "tGravityAccstdX" -0.959890000367893
"1661" 22 "WALKINGDOWNSTAIRS" "tGravityAccstdY" -0.958295670545485
"1662" 22 "WALKINGDOWNSTAIRS" "tGravityAccstdZ" -0.939955773782609
"1663" 22 "WALKINGDOWNSTAIRS" "tBodyAccJerkmeanX" 0.0771316429411706
"1664" 22 "WALKINGDOWNSTAIRS" "tBodyAccJerkmeanY" 0.0140196360738796
"1665" 22 "WALKINGDOWNSTAIRS" "tBodyAccJerkmeanZ" -0.00535471338117057
"1666" 22 "WALKINGDOWNSTAIRS" "tBodyAccJerkstdX" -0.630182598844147
"1667" 22 "WALKINGDOWNSTAIRS" "tBodyAccJerkstdY" -0.59971491352709
"1668" 22 "WALKINGDOWNSTAIRS" "tBodyAccJerkstdZ" -0.783706594247492
"1669" 22 "WALKINGDOWNSTAIRS" "tBodyGyromeanX" -0.0173964514566555
"1670" 22 "WALKINGDOWNSTAIRS" "tBodyGyromeanY" -0.0892861352287625
"1671" 22 "WALKINGDOWNSTAIRS" "tBodyGyromeanZ" 0.0875601891371237
"1672" 22 "WALKINGDOWNSTAIRS" "tBodyGyrostdX" -0.719340785619732
"1673" 22 "WALKINGDOWNSTAIRS" "tBodyGyrostdY" -0.808549367023411
"1674" 22 "WALKINGDOWNSTAIRS" "tBodyGyrostdZ" -0.692821756428094
"1675" 22 "WALKINGDOWNSTAIRS" "tBodyGyroJerkmeanX" -0.108536983918729
"1676" 22 "WALKINGDOWNSTAIRS" "tBodyGyroJerkmeanY" -0.0369228007661538
"1677" 22 "WALKINGDOWNSTAIRS" "tBodyGyroJerkmeanZ" -0.0570277658573913
"1678" 22 "WALKINGDOWNSTAIRS" "tBodyGyroJerkstdX" -0.732439672053512
"1679" 22 "WALKINGDOWNSTAIRS" "tBodyGyroJerkstdY" -0.874226384113712
"1680" 22 "WALKINGDOWNSTAIRS" "tBodyGyroJerkstdZ" -0.761410622511706
"1681" 22 "WALKINGDOWNSTAIRS" "tBodyAccMagmean" -0.555508409465953
"1682" 22 "WALKINGDOWNSTAIRS" "tBodyAccMagstd" -0.630466994221472
"1683" 22 "WALKINGDOWNSTAIRS" "tGravityAccMagmean" -0.555508409465953
"1684" 22 "WALKINGDOWNSTAIRS" "tGravityAccMagstd" -0.630466994221472
"1685" 22 "WALKINGDOWNSTAIRS" "tBodyAccJerkMagmean" -0.649767623265886
"1686" 22 "WALKINGDOWNSTAIRS" "tBodyAccJerkMagstd" -0.630546676298027
"1687" 22 "WALKINGDOWNSTAIRS" "tBodyGyroMagmean" -0.674479870696321
"1688" 22 "WALKINGDOWNSTAIRS" "tBodyGyroMagstd" -0.709682201686622
"1689" 22 "WALKINGDOWNSTAIRS" "tBodyGyroJerkMagmean" -0.813134479966555
"1690" 22 "WALKINGDOWNSTAIRS" "tBodyGyroJerkMagstd" -0.839890422274247
"1691" 22 "WALKINGDOWNSTAIRS" "fBodyAccmeanX" -0.63565324919699
"1692" 22 "WALKINGDOWNSTAIRS" "fBodyAccmeanY" -0.554621367574582
"1693" 22 "WALKINGDOWNSTAIRS" "fBodyAccmeanZ" -0.723282881277592
"1694" 22 "WALKINGDOWNSTAIRS" "fBodyAccstdX" -0.57658611649398
"1695" 22 "WALKINGDOWNSTAIRS" "fBodyAccstdY" -0.567546209132776
"1696" 22 "WALKINGDOWNSTAIRS" "fBodyAccstdZ" -0.706443300175585
"1697" 22 "WALKINGDOWNSTAIRS" "fBodyAccJerkmeanX" -0.649283145619064
"1698" 22 "WALKINGDOWNSTAIRS" "fBodyAccJerkmeanY" -0.613419188476589
"1699" 22 "WALKINGDOWNSTAIRS" "fBodyAccJerkmeanZ" -0.765568239732441
"1700" 22 "WALKINGDOWNSTAIRS" "fBodyAccJerkstdX" -0.643720768424415
"1701" 22 "WALKINGDOWNSTAIRS" "fBodyAccJerkstdY" -0.612907133218033
"1702" 22 "WALKINGDOWNSTAIRS" "fBodyAccJerkstdZ" -0.800838269899666
"1703" 22 "WALKINGDOWNSTAIRS" "fBodyGyromeanX" -0.669187479525084
"1704" 22 "WALKINGDOWNSTAIRS" "fBodyGyromeanY" -0.81408546735786
"1705" 22 "WALKINGDOWNSTAIRS" "fBodyGyromeanZ" -0.679035334374582
"1706" 22 "WALKINGDOWNSTAIRS" "fBodyGyrostdX" -0.736449902993311
"1707" 22 "WALKINGDOWNSTAIRS" "fBodyGyrostdY" -0.807400495819398
"1708" 22 "WALKINGDOWNSTAIRS" "fBodyGyrostdZ" -0.726376317959866
"1709" 22 "WALKINGDOWNSTAIRS" "fBodyAccMagmean" -0.61441509667592
"1710" 22 "WALKINGDOWNSTAIRS" "fBodyAccMagstd" -0.699680500173244
"1711" 22 "WALKINGDOWNSTAIRS" "fBodyBodyAccJerkMagmean" -0.628800131547492
"1712" 22 "WALKINGDOWNSTAIRS" "fBodyBodyAccJerkMagstd" -0.636187050918395
"1713" 22 "WALKINGDOWNSTAIRS" "fBodyBodyGyroMagmean" -0.755664344113712
"1714" 22 "WALKINGDOWNSTAIRS" "fBodyBodyGyroMagstd" -0.731033945357859
"1715" 22 "WALKINGDOWNSTAIRS" "fBodyBodyGyroJerkMagmean" -0.844035139698997
"1716" 22 "WALKINGDOWNSTAIRS" "fBodyBodyGyroJerkMagstd" -0.847554449431438
"1717" 23 "SITTING" "tBodyAccmeanX" 0.273493254730108
"1718" 23 "SITTING" "tBodyAccmeanY" -0.019589258786828
"1719" 23 "SITTING" "tBodyAccmeanZ" -0.109093982385242
"1720" 23 "SITTING" "tBodyAccstdX" -0.622594039757258
"1721" 23 "SITTING" "tBodyAccstdY" -0.532078546615699
"1722" 23 "SITTING" "tBodyAccstdZ" -0.450557203409946
"1723" 23 "SITTING" "tGravityAccmeanX" 0.662324737580645
"1724" 23 "SITTING" "tGravityAccmeanY" 0.0146209197354839
"1725" 23 "SITTING" "tGravityAccmeanZ" 0.0518662466372043
"1726" 23 "SITTING" "tGravityAccstdX" -0.964393040295699
"1727" 23 "SITTING" "tGravityAccstdY" -0.960318907096774
"1728" 23 "SITTING" "tGravityAccstdZ" -0.934236146612903
"1729" 23 "SITTING" "tBodyAccJerkmeanX" 0.0778588215843817
"1730" 23 "SITTING" "tBodyAccJerkmeanY" 0.0200470964972984
"1731" 23 "SITTING" "tBodyAccJerkmeanZ" -0.000717680881887096
"1732" 23 "SITTING" "tBodyAccJerkstdX" -0.608183751830914
"1733" 23 "SITTING" "tBodyAccJerkstdY" -0.61898123051828
"1734" 23 "SITTING" "tBodyAccJerkstdZ" -0.603048769571532
"1735" 23 "SITTING" "tBodyGyromeanX" -0.0220890418013172
"1736" 23 "SITTING" "tBodyGyromeanY" -0.0825972963754032
"1737" 23 "SITTING" "tBodyGyromeanZ" 0.074694942324328
"1738" 23 "SITTING" "tBodyGyrostdX" -0.755738625241935
"1739" 23 "SITTING" "tBodyGyrostdY" -0.500338191139785
"1740" 23 "SITTING" "tBodyGyrostdZ" -0.609683451821774
"1741" 23 "SITTING" "tBodyGyroJerkmeanX" -0.0966990737225806
"1742" 23 "SITTING" "tBodyGyroJerkmeanY" -0.0432722741798387
"1743" 23 "SITTING" "tBodyGyroJerkmeanZ" -0.0621959093526344
"1744" 23 "SITTING" "tBodyGyroJerkstdX" -0.728692138333333
"1745" 23 "SITTING" "tBodyGyroJerkstdY" -0.546043593651882
"1746" 23 "SITTING" "tBodyGyroJerkstdZ" -0.740518145887097
"1747" 23 "SITTING" "tBodyAccMagmean" -0.532754757205108
"1748" 23 "SITTING" "tBodyAccMagstd" -0.56557562579215
"1749" 23 "SITTING" "tGravityAccMagmean" -0.532754757205108
"1750" 23 "SITTING" "tGravityAccMagstd" -0.56557562579215
"1751" 23 "SITTING" "tBodyAccJerkMagmean" -0.58640067170914
"1752" 23 "SITTING" "tBodyAccJerkMagstd" -0.55872531418629
"1753" 23 "SITTING" "tBodyGyroMagmean" -0.544207964433387
"1754" 23 "SITTING" "tBodyGyroMagstd" -0.541949073660753
"1755" 23 "SITTING" "tBodyGyroJerkMagmean" -0.623412641977151
"1756" 23 "SITTING" "tBodyGyroJerkMagstd" -0.573942888021613
"1757" 23 "SITTING" "fBodyAccmeanX" -0.599080886430645
"1758" 23 "SITTING" "fBodyAccmeanY" -0.548483208943548
"1759" 23 "SITTING" "fBodyAccmeanZ" -0.49021281618414
"1760" 23 "SITTING" "fBodyAccstdX" -0.633839114436559
"1761" 23 "SITTING" "fBodyAccstdY" -0.554471679592177
"1762" 23 "SITTING" "fBodyAccstdZ" -0.474767543716048
"1763" 23 "SITTING" "fBodyAccJerkmeanX" -0.617521836605645
"1764" 23 "SITTING" "fBodyAccJerkmeanY" -0.628231338392742
"1765" 23 "SITTING" "fBodyAccJerkmeanZ" -0.578870810235484
"1766" 23 "SITTING" "fBodyAccJerkstdX" -0.635054351475538
"1767" 23 "SITTING" "fBodyAccJerkstdY" -0.636977610060753
"1768" 23 "SITTING" "fBodyAccJerkstdZ" -0.627540367652688
"1769" 23 "SITTING" "fBodyGyromeanX" -0.685136501518817
"1770" 23 "SITTING" "fBodyGyromeanY" -0.497783811010484
"1771" 23 "SITTING" "fBodyGyromeanZ" -0.617685416736559
"1772" 23 "SITTING" "fBodyGyrostdX" -0.779197054064516
"1773" 23 "SITTING" "fBodyGyrostdY" -0.50785054741371
"1774" 23 "SITTING" "fBodyGyrostdZ" -0.644131036807258
"1775" 23 "SITTING" "fBodyAccMagmean" -0.529029284118011
"1776" 23 "SITTING" "fBodyAccMagstd" -0.657048917971505
"1777" 23 "SITTING" "fBodyBodyAccJerkMagmean" -0.542663319457527
"1778" 23 "SITTING" "fBodyBodyAccJerkMagstd" -0.583832309145968
"1779" 23 "SITTING" "fBodyBodyGyroMagmean" -0.534657191683602
"1780" 23 "SITTING" "fBodyBodyGyroMagstd" -0.632288527203763
"1781" 23 "SITTING" "fBodyBodyGyroJerkMagmean" -0.584111049810215
"1782" 23 "SITTING" "fBodyBodyGyroJerkMagstd" -0.593735302105376
"1783" 24 "LAYING" "tBodyAccmeanX" 0.276767046391076
"1784" 24 "LAYING" "tBodyAccmeanY" -0.0176822460103885
"1785" 24 "LAYING" "tBodyAccmeanZ" -0.107914503687664
"1786" 24 "LAYING" "tBodyAccstdX" -0.675459176298425
"1787" 24 "LAYING" "tBodyAccstdY" -0.582490655185302
"1788" 24 "LAYING" "tBodyAccstdZ" -0.636497458900262
"1789" 24 "LAYING" "tGravityAccmeanX" 0.69498126808399
"1790" 24 "LAYING" "tGravityAccmeanY" 0.0729509702152231
"1791" 24 "LAYING" "tGravityAccmeanZ" 0.0623227714146982
"1792" 24 "LAYING" "tGravityAccstdX" -0.975329699658793
"1793" 24 "LAYING" "tGravityAccstdY" -0.96089816664042
"1794" 24 "LAYING" "tGravityAccstdZ" -0.955724566194226
"1795" 24 "LAYING" "tBodyAccJerkmeanX" 0.0784735003467192
"1796" 24 "LAYING" "tBodyAccJerkmeanY" 0.00396900308574016
"1797" 24 "LAYING" "tBodyAccJerkmeanZ" -0.00700960558805774
"1798" 24 "LAYING" "tBodyAccJerkstdX" -0.74030054488189
